电影ID,电影链接,电影名称,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb,豆瓣评分,评价人数,5星,4星
1304447,https://movie.douban.com/subject/1304447/,记忆碎片 Memento (2000),克里斯托弗·诺兰,克里斯托弗·诺兰 / 乔纳森·诺兰,盖·皮尔斯 / 凯瑞-安·莫斯 / 乔·潘托里亚诺 / 小马克·布恩 / 拉什·费加 / 更多...,剧情 / 悬疑 / 惊悚 / 犯罪,美国,英语,2026-05-29(中国大陆) / 2000-09-05(威尼斯电影节) / 2000-10-20(英国) / 2001-05-25(美国),114分钟,凶心人(港) / 记忆拼图(台) / 记忆迷局 / 失忆 / Amnesia,tt0209144,8.7,690306,47.1%,41.2%
1304406,https://movie.douban.com/subject/1304406/,天堂的颜色 رنگ خدا (1999),马基德·马基迪,马基德·马基迪,侯赛因·马哈古 / Mohsen Ramezani / Salameh Feyzi,剧情 / 家庭,伊朗,波斯语,1999-02-08(曙光旬电影节),90分钟,小孩子走天涯 / The Color of Paradise / The Color of God / Rang-e khoda,tt0191043,8.7,15014,45.4%,44.1%
1304476,https://movie.douban.com/subject/1304476/,独立时代 獨立時代,杨德昌,杨德昌,陈湘琪 / 王柏森 / 邓安宁 / 李芹 / 王维明 / 更多...,剧情,中国台湾,汉语普通话 / 闽南话,1994-09-12,125 分钟,A Confucian Confusion,tt0109685,8.8,84195,52.4%,37.5%
1304560,https://movie.douban.com/subject/1304560/,二子开店 (1987),王秉林,王秉林,陈强 / 陈佩斯 / 黄玲 / 金萍 / 梁天 / 更多...,剧情 / 喜剧,中国大陆,汉语普通话,1987(中国大陆),100分钟,天生我材必有用系列之二 / Erzi kai dian / Er Zi Has a Little Hotel,tt0350897,7.7,24886,18.3%,48.7%
1304585,https://movie.douban.com/subject/1304585/,BJ单身日记 Bridget Jones's Diary (2001),莎伦·马奎尔,理查德·柯蒂斯 / 安德鲁·戴维斯,蕾妮·齐薇格 / 科林·费尔斯 / 休·格兰特 / 吉姆·布劳德本特 / 雪莉·亨德森 / 更多...,喜剧 / 爱情,英国 / 法国 / 美国 / 爱尔兰,英语,2001-04-04(英国),97分钟,布雷吉特·琼斯的日记 / 布莉琪·琼斯的日记,tt0243155,7.5,250461,17.8%,43.7%
1304603,https://movie.douban.com/subject/1304603/,小飞象 Dumbo (1941),塞缪尔·阿姆斯特朗 / 诺曼·弗格森 / 威尔弗雷德·杰克逊 / 杰克·金尼 / 比尔·罗伯茨 / 更多...,乔·格兰特 / 狄克·休默 / 奥托·英格兰德 / 比尔·皮特 / Aurelius Battaglia / 更多...,詹姆斯·巴斯凯特 / 赫尔曼·宾 / 比利·布莱彻 / 爱德华·布罗菲 / Jim Carmichael,动画 / 歌舞 / 奇幻,美国,英语,1941-10-23(美国),64分钟,小象丹波 / Dumbo the Flying Elephant,tt0033563,8.4,38369,38.1%,46.7%
1304530,https://movie.douban.com/subject/1304530/,男人四十 (2002),许鞍华,岸西,张学友 / 梅艳芳 / 林嘉欣 / 庹宗华 / 谭俊彦 / 更多...,剧情,中国香港,粤语,2002-03-14(中国香港),103分钟,July Rhapsody,tt0312886,8.1,73082,25.5%,54.2%
1304608,https://movie.douban.com/subject/1304608/,剑鱼行动 Swordfish (2001),多米尼克·塞纳,斯基普·伍兹,约翰·特拉沃尔塔 / 休·杰克曼 / 哈莉·贝瑞 / 唐·钱德尔 / 山姆·谢泼德 / 更多...,动作 / 惊悚 / 犯罪,美国 / 澳大利亚,英语 / 德语,2001-06-08(美国),99分钟,极速爆劫(港) / 剑鱼(台) / 旗鱼行动,tt0244244,7.5,74667,15.9%,48.5%
1304641,https://movie.douban.com/subject/1304641/,红磨坊 Moulin Rouge! (2001),巴兹·鲁赫曼,巴兹·鲁赫曼 / 克雷格·皮尔斯,妮可·基德曼 / 伊万·麦克格雷格 / 约翰·雷吉扎莫 / 吉姆·布劳德本特 / 理查德·劳斯伯格 / 更多...,剧情 / 爱情 / 歌舞,澳大利亚 / 美国,英语 / 法语 / 西班牙语,2001-05-09(戛纳电影节) / 2001-05-24(澳大利亚) / 2001-06-01(美国),127 分钟,梦断花都 / 情陷红磨坊(港),tt0203009,7.8,145264,24.3%,47.2%
1304643,https://movie.douban.com/subject/1304643/,侏罗纪公园3 Jurassic Park III (2001),乔·庄斯顿,彼得·布奇曼 / 亚历山大·佩恩 / 迈克尔·克莱顿 / 吉姆·泰勒,山姆·尼尔 / 威廉·H·梅西 / 蒂娅·里欧妮 / 亚历桑德罗·尼沃拉 / 特拉沃·摩根 / 更多...,动作 / 科幻 / 惊悚 / 冒险,美国,英语,2002-01-23(中国大陆) / 2001-07-18(美国),92分钟,Jurassic Park 3,tt0163025,7.4,138623,16.2%,41.8%
1304648,https://movie.douban.com/subject/1304648/,自梳 (1997),张之亮,小唐,刘嘉玲 / 杨采妮 / 归亚蕾 / 李绮虹 / 赵文瑄 / 更多...,剧情 / 爱情 / 同性,中国香港,粤语 / 汉语普通话 / 英语,1997-10-23(韩国),117分钟,Intimates / Ji sor,tt0133028,8.7,72724,47.2%,40.7%
1304665,https://movie.douban.com/subject/1304665/,X圣治 CURE キュア (1997),黑泽清,黑泽清,役所广司 / 萩原圣人 / 氏木毅 / 中川安奈 / 洞口依子 / 更多...,悬疑 / 惊悚 / 恐怖 / 犯罪,日本,日语,1997-11-06(东京电影节) / 1997-12-27(日本),111分钟,救赎 / Cure / Kyua,tt0123948,8.2,30474,33.9%,45.4%
1304682,https://movie.douban.com/subject/1304682/,老鼠的麻烦 Mouse Trouble (1944),约瑟夫·巴伯拉 / 威廉·汉纳,约瑟夫·巴伯拉 / 威廉·汉纳,未知,喜剧 / 动画 / 短片 / 家庭,美国,英语,1944-11-23(美国),7 分钟,老鼠遇险,tt0037090,8.9,5096,57.5%,32.1%
1304708,https://movie.douban.com/subject/1304708/,游园惊梦 遊園驚夢 (2001),杨凡,杨凡,王祖贤 / 宫泽理惠 / 吴彦祖 / 赵志刚 / 陈克宇 / 更多...,剧情 / 爱情 / 同性,中国香港,汉语普通话,2001-04-06(中国香港),122分钟,满园春色香港版 / Peony Pavilion,tt0279523,7.6,83437,20.7%,43.8%
1304726,https://movie.douban.com/subject/1304726/,警察故事续集 警察故事續集 (1988),成龙,成龙 / 邓景生,成龙 / 张曼玉 / 陈国新 / 楚原 / 曹查理 / 更多...,喜剧 / 动作 / 犯罪,中国香港,粤语,1988-08-20(中国香港),106分钟 / 121分钟(加长版),警察故事2 / Police Story II,tt0095403,7.9,74484,22.6%,50.3%
1304826,https://movie.douban.com/subject/1304826/,夜半歌声 夜半歌聲 (1995),于仁泰,司徒慧焯 / 于仁泰 / 黄百鸣,张国荣 / 吴倩莲 / 黄磊 / 刘琳 / 司徒慧焯 / 更多...,剧情 / 爱情 / 惊悚 / 音乐,中国香港 / 中国大陆 / 新加坡,汉语普通话,1995-07-22(中国香港) / 2020-06-05(中国台湾重映),100分钟,新夜半歌声 / The Phantom Lover,tt0115016,7.9,73005,24.6%,49.1%
1304624,https://movie.douban.com/subject/1304624/,旺角卡门 旺角卡門 (1988),王家卫,王家卫,刘德华 / 张曼玉 / 张学友 / 万梓良 / 林蛟 / 黄斌 / 陈志辉 / 江道海 / 张叔平 / 王剑风,剧情 / 爱情 / 犯罪,中国香港,粤语,1988-06-09(中国香港),100分钟,热血男儿(台) / As Tears Go By,tt0096461,7.8,252561,22.0%,49.0%
1304854,https://movie.douban.com/subject/1304854/,律政俏佳人 Legally Blonde (2001),罗伯特·路克蒂克,阿曼达·布朗 / 凯伦·麦卡勒 / 克尔斯滕·史密斯,瑞茜·威瑟斯彭 / 卢克·威尔逊 / 塞尔玛·布莱尔 / 马修·戴维斯 / 维克多·加博 / 更多...,喜剧 / 爱情,美国,英语,2001-07-13(美国),96分钟,律政可人儿(港) / 金法尤物(台) / 来吧律师小妹,tt0250494,7.9,309619,25.0%,46.4%
1304899,https://movie.douban.com/subject/1304899/,速度与激情 The Fast and the Furious (2001),罗伯·科恩,肯·李 / 盖瑞·斯科特·汤普森 / 埃里克·伯吉斯特 / 大卫·阿耶,保罗·沃克 / 范·迪塞尔 / 米歇尔·罗德里格兹 / 乔丹娜·布鲁斯特 / 尹成植 / 更多...,动作 / 犯罪,美国 / 德国,英语,2001-06-22(美国),106分钟,狂野时速(港) / 玩命关头(台),tt0232500,7.9,223802,24.6%,48.5%
1304920,https://movie.douban.com/subject/1304920/,切腹 (1962),小林正树,泷口康彦 / 桥本忍,仲代达矢 / 石浜朗 / 岩下志麻 / 丹波哲郎 / 三岛雅夫 / 更多...,剧情 / 动作 / 悬疑,日本,日语,1962-09-16(日本),133分钟,剖腹 / Harakiri / Seppuku,tt0056058,9.4,59464,72.7%,23.0%
1304942,https://movie.douban.com/subject/1304942/,两小无猜 Melody (1971),瓦里丝·侯赛因,艾伦·帕克,马克·莱斯特 / 特雷西·海德 / 杰克·瓦尔德,剧情 / 爱情,英国,英语,1971-04-21(英国),103 分钟,青梅竹马,tt0067418,8.5,45699,42.2%,42.8%
1304970,https://movie.douban.com/subject/1304970/,猫的报恩 猫の恩返し (2002),森田宏幸,柊葵 / 吉田玲子,池胁千鹤 / 袴田吉彦 / 丹波哲郎 / 前田亚季 / 山田孝之 / 更多...,喜剧 / 动画 / 奇幻 / 冒险,日本,日语,2002-07-19(日本),75 分钟,猫之报恩 / Neko no ongaeshi / O Reino dos Gatos / The Cat Returns,tt0347618,8.2,245528,33.5%,46.5%
1304972,https://movie.douban.com/subject/1304972/,太极旗飘扬 태극기 휘날리며 (2004),姜帝圭,姜帝圭 / 韩知勋,张东健 / 元斌 / 李恩宙 / 孔炯轸 / 崔岷植 / 更多...,剧情 / 动作 / 战争,韩国,韩语,2004-02-06(韩国),148分钟,太极旗飘扬：生死有情(港) / 太极旗-生死兄弟(台) / 兄弟 / 战火兄弟情 / Brotherhood / Tae Guk Gi: The Brotherhood of War,tt0386064,8.3,94909,36.6%,45.6%
1304978,https://movie.douban.com/subject/1304978/,三只小猪 Three Little Pigs (1933),伯特·吉列特,Boris V. Morkovin,比利·布莱彻 / 品托·考维格 / Dorothy Compton / Mary Moder,喜剧 / 动画 / 短片 / 歌舞 / 家庭,美国,英语,1933-05-27(美国),8分46秒,,tt0024660,7.9,18923,23.7%,48.1%
1305032,https://movie.douban.com/subject/1305032/,四海本色 Night and the City (1950),朱尔斯·达辛,乔·艾辛格 / 杰拉尔德·克什 / 奥斯汀·登普斯特 / William E. Watts,理查德·威德马克 / 吉恩·蒂尔尼 / 乔姬·韦瑟斯 / 休·马洛威 / 弗朗西斯·L·沙利文 / 更多...,悬疑 / 惊悚 / 犯罪 / 运动 / 黑色电影,英国 / 美国,英语,1950-04(英国),101分钟 / 96分钟(美国),黑地狱 / 夜与城市,tt0042788,8.2,4169,29.8%,52.9%
1305046,https://movie.douban.com/subject/1305046/,双瞳 雙瞳 (2002),陈国富,苏照彬 / 陈国富,梁家辉 / 刘若英 / 戴立忍 / 大卫·摩斯 / 杨贵媚 / 更多...,剧情 / 悬疑 / 惊悚 / 犯罪,中国香港 / 中国台湾,汉语普通话 / 台语 / 英语,2002-10-25(中国台湾),113分钟,Double Vision,tt0284066,7.7,180771,21.9%,47.3%
1305053,https://movie.douban.com/subject/1305053/,红龙 Red Dragon (2002),布莱特·拉特纳,泰德·塔里 / 托马斯·哈里斯,安东尼·霍普金斯 / 爱德华·诺顿 / 拉尔夫·费因斯 / 哈威·凯特尔 / 艾米丽·沃森 / 更多...,惊悚 / 犯罪,美国 / 德国,英语 / 法语,2002-10-04(美国),124 分钟,沉默的赤龙(港) / 沉默的羔羊前传 / 红中,tt0289765,7.9,148817,23.1%,51.6%
1305065,https://movie.douban.com/subject/1305065/,公主日记 The Princess Diaries (2001),盖瑞·马歇尔,梅格·卡伯特 / 吉娜·温德科斯,朱莉·安德鲁斯 / 安妮·海瑟薇 / 埃克托尔·埃利松多 / 希瑟·玛塔拉佐 / 曼迪·摩尔 / 更多...,喜剧 / 爱情 / 家庭,美国 / 英国,英语 / 荷兰语 / 意大利语,2001-08-03(美国),115分钟,走佬俏公主(港) / 麻雀变公主(台),tt0247638,7.6,378429,18.8%,47.1%
1304898,https://movie.douban.com/subject/1304898/,训练日 Training Day (2001),安东尼·福奎阿,大卫·阿耶,丹泽尔·华盛顿 / 伊桑·霍克 / 斯科特·格伦 / 汤姆·贝伦杰 / 哈里斯·于林 / 雷蒙德·J·巴里 / 克利夫·柯蒂斯 / 德瑞博士 / 史努比狗狗 / 玛西·格雷 / 夏洛特·阿雅娜 / 伊娃·门德斯 / 尼克·齐兰德 / Jaime Gomez / 雷蒙德·克鲁斯 / 诺尔·古格雷米 / Samantha Esteban / 弗兰·克朗茨 / 萨拉·丹尼尔·马迪森 / 威尔·斯图尔特 / 丹泽尔·惠特克 / 大卫·阿耶 / 泰瑞·克鲁斯 / 彼得·格林 / 娜姆拉塔辛格古吉尔 / 盖瑞·罗德里格斯,剧情 / 惊悚 / 犯罪,美国,英语 / 俄语 / 西班牙语 / 韩语 / 希腊语,2001-09-02(威尼斯电影节) / 2001-10-05(美国),122分钟,边缘特训(港) / 震撼教育(台),tt0139654,8.1,106738,26.2%,53.3%
1305103,https://movie.douban.com/subject/1305103/,四渡赤水 (1983),谷德显 / 蔡继渭,黎明 / 王昊 / 王愿坚 / 李传弟,古月 / 苏林 / 刘怀正 / 傅学诚 / 卢志启 / 更多...,战争,中国大陆,汉语普通话,1983,156分钟,Crossing the Chishui River Four Times,tt0344331,8.8,10046,54.9%,31.5%
1305114,https://movie.douban.com/subject/1305114/,山村老尸 山村老屍 (1999),梁鸿华,梁鸿华,吴镇宇 / 黎姿 / 海俊杰 / 莫家尧 / 施念慈 / 更多...,恐怖,中国香港,粤语,1999-11-04(中国香港),85分钟,The Wicked Ghost,tt0344290,6.9,110615,15.5%,30.8%
1305096,https://movie.douban.com/subject/1305096/,白头神探2½：恐怖的气味 The Naked Gun 2½: The Smell of Fear (1991),大卫·扎克,吉姆·艾布拉姆斯 / 大卫·扎克 / 杰瑞·扎克 / 帕特·普罗夫特,莱斯利·尼尔森 / 普瑞希拉·普雷斯利 / 乔治·肯尼迪 / O·J·辛普森 / 罗伯特·顾雷特 / 更多...,喜剧 / 犯罪,美国,英语 / 西班牙语,1991-06-28,85分钟,白头神探再显神威 / 白头神探2 / 站在子弹上的男人 / The Naked Gun 2 1/2: The Smell of Fear / 白头神探 2 1/2：恐怖的气味,tt0102510,8,26604,26.6%,47.7%
1305158,https://movie.douban.com/subject/1305158/,出水芙蓉 Bathing Beauty (1944),乔治·西德尼,阿伦·博雷茨 / 弗兰克·瓦尔德曼 / 多萝西·金斯利 / 约瑟夫·施兰克 / 柯蒂斯·凯尼恩 / 更多...,雷德·斯克尔顿 / 埃丝特·威廉斯 / 巴兹尔·拉思伯恩 / 比尔·戈德温 / 简·波特 / 更多...,喜剧 / 歌舞,美国,英语 / 西班牙语 / 法语,1944-06-27(美国),101分钟,Escuela de sirenas / Le bal des sirènes,tt0036628,8.5,32469,40.0%,45.1%
1305179,https://movie.douban.com/subject/1305179/,大丈夫 (2003),彭浩翔,彭浩翔 / 叶念琛 / 李敏,曾志伟 / 陈小春 / 杜汶泽 / 贾宗超 / 毛舜筠 / 更多...,剧情 / 喜剧,中国香港,粤语 / 普通话,2003-09-11(中国香港),98 分钟,大丈夫之暗战男女 / Men Suddenly in Black,tt0380291,7.5,48905,17.5%,46.7%
1305164,https://movie.douban.com/subject/1305164/,甜蜜蜜 (1996),陈可辛,岸西,黎明 / 张曼玉 / 杨恭如 / 曾志伟 / 杜可风 / 更多...,剧情 / 爱情,中国香港,粤语 / 汉语普通话 / 英语,2015-02-13(中国大陆) / 1996-11-02(中国香港),118分钟(中国大陆) / 116分钟(台湾),Comrades: Almost a Love Story,tt0117905,8.9,678423,55.6%,36.0%
1305182,https://movie.douban.com/subject/1305182/,红河谷 (1996),冯小宁,冯小宁,宁静 / 邵兵 / 应真 / 保罗·克塞 / Nicholas Love,剧情 / 爱情 / 历史 / 战争,中国大陆,英语 / 汉语普通话,1996-04-25(中国大陆) / 1997-11-01(上海国际电影节),115分钟(美国),Red River Valley / A Tale of Sacred Mountain,tt0223998,7.9,66466,24.5%,50.0%
1305201,https://movie.douban.com/subject/1305201/,黄飞鸿之铁鸡斗蜈蚣 黃飛鴻之鐵雞鬥蜈蚣 (1993),王晶,王晶,李连杰 / 张敏 / 张卫健 / 陈百祥 / 袁咏仪 / 更多...,喜剧 / 动作 / 历史 / 武侠,中国香港,粤语,1993-04-01(中国香港),111分钟,Last Hero in China / Deadly China Hero / Claws of Steel / Iron Rooster Vs. Centipede,tt0108593,7.4,64340,14.9%,42.2%
1305217,https://movie.douban.com/subject/1305217/,鬼马小精灵 Casper (1995),布拉德·塞伯宁,约瑟夫·奥廖洛 / 谢里·斯托纳 / 迪安娜·奥利弗,克里斯蒂娜·里奇 / 艾瑞克·爱都 / 本·斯坦 / 比尔·普尔曼 / 昌西·莱奥普拉迪 / 更多...,喜剧 / 奇幻,美国,英语,1995-05-26(美国),100 分钟,卡斯珀 / 鬼马小灵精,tt0112642,8.1,30144,29.4%,48.9%
1305197,https://movie.douban.com/subject/1305197/,97家有喜事 97家有囍事 (1997),张坚庭,黄百鸣 / 谷德昭,周星驰 / 黄百鸣 / 吴镇宇 / 乔宏 / 伍咏薇 / 更多...,喜剧,中国香港,粤语,1997-02-06(中国香港),90 分钟,"喜事一家亲 / 都市恋情 / All's Well, Ends Well 1997",tt0118591,7.7,117029,22.3%,44.2%
1305224,https://movie.douban.com/subject/1305224/,寻枪 (2002),陆川,陆川,姜文 / 宁静 / 伍宇娟 / 刘小宁 / 魏小平 / 更多...,剧情 / 悬疑 / 犯罪,中国大陆,贵州话,2002-05-09(中国大陆),90分钟,The Missing Gun,tt0342778,7.8,137556,20.0%,54.3%
1305248,https://movie.douban.com/subject/1305248/,来自地狱 From Hell (2001),艾尔伯特·休斯 / 艾伦·休斯,阿兰·摩尔 / 艾迪·坎贝尔 / 特里·海斯 / 拉斐尔·依格雷西亚斯,约翰尼·德普 / 海瑟·格拉汉姆 / 伊安·霍姆 / 罗彼·考特拉尼 / 伊恩·理查森 / 更多...,悬疑 / 惊悚 / 恐怖,美国 / 捷克 / 英国,英语,2001-10-19(美国),122分钟,开膛手杰克 / 开膛手 / 屠出地狱,tt0120681,7.2,32706,12.5%,41.0%
1305261,https://movie.douban.com/subject/1305261/,恐怖分子 恐怖份子 (1986),杨德昌,小野 / 杨德昌,缪骞人 / 李立群 / 金士杰 / 顾宝明 / 刘明 / 更多...,剧情 / 犯罪,中国台湾,汉语普通话 / 闽南语,1986-12-19(中国台湾),109 分钟,请假装你会舍不得我 / The Terrorist / Terrorizers / Horror Horror Minute Child / Kyofu bunshi,tt0091355,9,104971,57.5%,34.8%
1305279,https://movie.douban.com/subject/1305279/,色即是空 색즉시공 (2002),尹济均,尹济均,任昌丁 / 河智苑 / 崔成国 / 刘彩英 / 陈彩英 / 更多...,喜剧 / 爱情 / 情色,韩国,韩语,2002-12-13(韩国),96分钟,我班Friend好搞嘢(港) / Sex Is Zero,tt0341555,7.3,130152,17.5%,38.7%
1305306,https://movie.douban.com/subject/1305306/,心慌方2：超立方体 Cube 2: Hypercube (2002),安德列·塞库拉,希恩·胡德 / 厄尼·巴巴拉什 / Lauren McLaughlin,卡瑞·玛切特 / 格兰特·维恩·戴维斯 / 格蕾丝·林恩·孔 / 马修·弗格森 / 尼尔·克容 / 更多...,科幻 / 悬疑 / 惊悚 / 恐怖,加拿大,英语,2002-04-15(美国),94分钟,异次元杀阵2：超级立方体 / 心慌方·超立方体 / Cube²: Hypercube,tt0285492,6.8,70148,11.7%,30.6%
1305323,https://movie.douban.com/subject/1305323/,死亡之夜 Dead of Night (1945),阿尔贝托·卡瓦尔康蒂 / 巴兹尔·迪尔登 / 查尔斯·克莱顿 / 罗伯特·哈默,安格斯·麦克费尔 / E·F·本森 / H·G·威尔斯 H.G. Wells / John Baines / T·E·B·克拉克,默文·约翰斯 / 罗兰·卡尔弗 / 玛丽·梅罗尔 / 乔姬·韦瑟斯 / 弗雷德里克·瓦尔克 / 更多...,悬疑 / 惊悚 / 恐怖,英国,英语 / 法语,1945-09-04,103 分钟 / USA: 77 分钟 / Germany: 95 分钟,深夜,tt0037635,8.7,9756,48.8%,40.9%
1305333,https://movie.douban.com/subject/1305333/,终结者3 Terminator 3: Rise of the Machines (2003),乔纳森·莫斯托,约翰·布兰卡托 / 迈克尔·费里斯 / 詹姆斯·卡梅隆 / 盖尔·安妮·赫德 / Tedi Sarafian,阿诺·施瓦辛格 / 尼克·斯塔尔 / 克莱尔·丹尼斯 / 克里斯塔娜·洛肯 / 大卫·安德鲁斯 / 更多...,动作 / 科幻 / 惊悚,美国 / 德国 / 英国,英语,2003-08-29(中国大陆) / 2003-07-02(美国),109 分钟,未来战士3：歼灭者TX(港) / 魔鬼终结者3(台) / 终结者3：机器的觉醒 / T3,tt0181852,7.4,138022,16.5%,42.8%
1305355,https://movie.douban.com/subject/1305355/,审死官 審死官 (1992),杜琪峰,邵丽琼,周星驰 / 梅艳芳 / 吴家丽 / 吴孟达 / 秦沛 / 更多...,喜剧 / 古装,中国香港,粤语,1992-07-02(中国香港),102 分钟,"威龙闯天关(台) / Justice, My Foot!",tt0105385,7.9,242698,26.2%,47.2%
1305363,https://movie.douban.com/subject/1305363/,站直啰，别趴下 (1993),黄建新,黄建新,冯巩 / 牛振华 / 达式常 / 张鹭 / 傅丽莉 / 更多...,喜剧,中国大陆,汉语普通话,1993-11-06(中国大陆),116分钟,"站直鹋肯 / Stand Straight, Don't Bend Over",tt0108651,8.4,40235,33.9%,52.7%
1305388,https://movie.douban.com/subject/1305388/,世界奇妙物语 电影特别篇 世にも奇妙な物語 映画の特別編 (2000),小椋久雄 / 星护 / 铃木雅之 / 落合正幸,相泽友子 / 君塚良一 / Motoki Nakamura / Masayuki Ochiai / Katsuhide Suzuki,中井贵一 / 山本耕史 / 柏原崇 / 稻森泉 / 奥菜惠 / 更多...,喜剧 / 爱情 / 恐怖 / 奇幻,日本,日语 / 英语 / 法语,2000-11-03(日本),126 分钟,世界奇妙物语 2000电影特别篇 / 世界奇妙物语 2000电影版,tt0293984,8.3,9008,33.2%,50.0%
1305440,https://movie.douban.com/subject/1305440/,亚飞与亚基 亞飛与亞基 (1992),柯受良,马伟豪 / 阮世生 / 张志成,梁朝伟 / 张学友 / 袁咏仪 / 曾志伟 / 汤镇业 / 更多...,喜剧,中国香港,粤语,1992-08-06,91 分钟,亚飞与亚基：错在黑社会的日子 / 咖喱辣椒II亚飞与亚基 / 阿飞与阿基 / The Days of Being Dumb,tt0105864,7.7,25964,20.5%,45.7%
